Brand,Model,Year,OS,CPU,RAM,Storage,Battery,Resolution,Refresh_Rate,Price
Infinix,HOT 7 Pro Dual SIM TD-LTE APAC 64GB X625D,2019-05-01, Android," MediaTek Helio P22 MT6762, 2018, 64 bit, octa-core, 12 nm, IMG PowerVR GE8320 GPU",64.0,,4000.0,720x1520,,
Infinix,HOT 7 Global Dual SIM 32GB X624B,2018-12-01, Android," MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",32.0,,4000.0,720x1500,,
Infinix,Smart 3 Dual SIM TD-LTE APAC X5516,2019-05-01, Android," MediaTek Helio A22 MT6761, 2018, 64 bit, quad-core, 12 nm, IMG PowerVR GE8300 GPU",16.0,,3500.0,720x1440,,
Infinix,HOT 7 Dual SIM EMEA 16GB X624,2018-12-01, Android," MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",16.0,,4000.0,720x1500,,
Infinix,Smart 3 Plus Dual SIM TD-LTE APAC 32GB X627V,2019-06-01, Android," MediaTek Helio A22 MT6761, 2018, 64 bit, quad-core, 12 nm, IMG PowerVR GE8300 GPU",32.0,,3500.0,720x1520,,
Infinix,Smart 4 Dual SIM TD-LTE APAC,2019-09-01, Android," MediaTek Helio A22 MT6761, 2018, 64 bit, quad-core, 12 nm, IMG PowerVR GE8300 GPU",32.0,,4000.0,720x1600,,
Xiaomi,Mi 10 Pro 5G Standard Edition Dual SIM TD-LTE CN 256GB M2001J1E / M2001J1C,2020-02-18, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",256.0,,2250.0,1080x2340,90.0,
Infinix,HOT 7 Global Dual SIM 16GB X624,2018-12-01, Android," MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",16.0,,4000.0,720x1500,,
Infinix,Smart 3 Dual SIM TD-LTE APAC X5516B,2019-05-01, Android," MediaTek Helio A22 MT6761, 2018, 64 bit, quad-core, 12 nm, IMG PowerVR GE8300 GPU",16.0,,3500.0,720x1440,,
Infinix,Smart 3 Dual SIM LTE EMEA X5516B,2019-05-01, Android," MediaTek Helio A22 MT6761, 2018, 64 bit, quad-core, 12 nm, IMG PowerVR GE8300 GPU",16.0,,3500.0,720x1440,,
Infinix,Smart 3 Global Dual SIM LTE X5516,2019-05-01, Android," MediaTek Helio A22 MT6761, 2018, 64 bit, quad-core, 12 nm, IMG PowerVR GE8300 GPU",16.0,,3500.0,720x1440,,
Sharp,AQUOS zero2 Global Dual SIM TD-LTE SH-M13,2020-03-13, Android," Qualcomm Snapdragon 855 SM8150 (Hana), 2019, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 1792 Kbyte L2, 2048 Kbyte L3, 7 nm, Qualcomm Adreno 640 GPU",256.0,,3130.0,1080x2340,120.0,
Infinix,Smart 3 Plus Dual SIM TD-LTE APAC 32GB X627,2019-06-01, Android," MediaTek Helio A22 MT6761, 2018, 64 bit, quad-core, 12 nm, IMG PowerVR GE8300 GPU",32.0,,3500.0,720x1520,,
Infinix,Smart 3 Plus Dual SIM LTE EMEA 16GB,2019-06-01, Android," MediaTek Helio A22 MT6761, 2018, 64 bit, quad-core, 12 nm, IMG PowerVR GE8300 GPU",16.0,,3500.0,720x1520,,
Infinix,Smart 3 Plus Global Dual SIM TD-LTE 32GB X627,2019-07-01, Android," MediaTek Helio A22 MT6761, 2018, 64 bit, quad-core, 12 nm, IMG PowerVR GE8300 GPU",32.0,,3500.0,720x1520,,
Xiaomi,Redmi Note 8 Pro Standard Edition Dual SIM TD-LTE IN 128GB M1906G7I,2019-11-01, Android," MediaTek Helio G90T MT6785V/CC, 2019, 64 bit, octa-core, 12 nm, ARM Mali-G76 3EEMC4 GPU",128.0,,4500.0,1080x2340,60.0,
Xiaomi,Redmi Note 8 Pro Premium Edition Dual SIM TD-LTE IN 128GB M1906G7I,2019-11-01, Android," MediaTek Helio G90T MT6785V/CC, 2019, 64 bit, octa-core, 12 nm, ARM Mali-G76 3EEMC4 GPU",128.0,,4500.0,1080x2340,60.0,
Samsung,SM-G770F/DSM Galaxy S10 Lite Dual SIM TD-LTE IN 512GB,2020-03-02, Android," Qualcomm Snapdragon 855 SM8150 (Hana), 2019, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 1792 Kbyte L2, 2048 Kbyte L3, 7 nm, Qualcomm Adreno 640 GPU",512.0,,4500.0,1080x2400,,
Samsung,SM-G981N Galaxy S20 5G TD-LTE KR 128GB,2020-02-28, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",128.0,,4000.0,1440x3200,120.0,
Samsung,SM-G986N Galaxy S20+ 5G TD-LTE KR 256GB,2020-03-06, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",256.0,,4500.0,1440x3200,120.0,
Samsung,SM-G988N Galaxy S20 Ultra 5G TD-LTE KR 512GB,2020-03-06, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",512.0,,5000.0,1440x3200,120.0,
HTC,Wildfire R70 Dual SIM TD-LTE IN,2020-03-01, Android," MediaTek Helio P23 MT6763, 2017, 64 bit, octa-core, 16 nm, ARM Mali-G71 GPU",32.0,,4000.0,720x1560,,
Infinix,Smart 4 Dual SIM LTE EMEA,2019-10-01, Android," MediaTek Helio A22 MT6761, 2018, 64 bit, quad-core, 12 nm, IMG PowerVR GE8300 GPU",32.0,,4000.0,720x1600,,
Infinix,HOT 8 LIte Global Dual SIM,2019-09-01, Android," MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",32.0,,5000.0,720x1600,,
Samsung,SM-M315F/DS Galaxy M31 Global Dual SIM TD-LTE 64GB,2020-03-01, Android," Samsung Exynos 9 Octa 9611, 2019, 64 bit, octa-core, 10 nm, ARM Mali-G72 GPU",64.0,,6000.0,1080x2340,,14999.0
Sony,Xperia 1 II 5G Global Dual SIM TD-LTE XQ-AT52,2020-05-01, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",256.0,,4000.0,1644x3840,,33990.0
Samsung,SM-G986DS Galaxy S20+ 5G UW TD-LTE JP 128GB SC-52A / SGH-N805,2020-06-18, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",128.0,,4500.0,1440x3200,120.0,
Sony,Xperia 10 II Global Dual SIM TD-LTE Sony XQ-AU52 / Xperia 10 Mk. 2,2020-05-14, Android," Qualcomm Snapdragon 665 SM6125 (Trinket), 2019, 64 bit, octa-core, 11 nm, Qualcomm Adreno 610 GPU",128.0,,3600.0,1080x2520,,
Samsung,SM-G981D Galaxy S20 5G TD-LTE JP 128GB SC-51A / SGH-N410,2020-03-26, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",128.0,,4000.0,1440x3200,120.0,
Infinix,HOT 8 LIte Dual SIM EMEA,2019-10-01, Android," MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",32.0,,5000.0,720x1600,,
BBK,Vivo Z6 5G Standard Edition Dual SIM TD-LTE CN 128GB V1963A,2020-03-08, Android," Qualcomm Snapdragon 765G 5G SM7250-AB (Lito), 2020, 64 bit, octa-core, 7 nm, Qualcomm Adreno 620 GPU",128.0,,5000.0,1080x2400,,
BBK,Vivo iQOO 3 5G Top Edition Dual SIM TD-LTE CN 256GB V1955A,2020-02-01, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",256.0,,4440.0,1080x2400,60.0,
BBK,Vivo iQOO 3 5G Top Edition Dual SIM TD-LTE CN 128GB V1955A,2020-02-01, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",128.0,,4440.0,1080x2400,60.0,
BBK,Vivo iQOO 3 5G Premium Edition Dual SIM TD-LTE CN 128GB V1955A,2020-02-01, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",128.0,,4440.0,1080x2400,60.0,
BBK,Vivo iQOO 3 5G Standard Edition Dual SIM TD-LTE CN 128GB V1955A,2020-02-01, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",128.0,,4440.0,1080x2400,60.0,
BBK,Vivo iQOO 3 5G Top Edition Global Dual SIM TD-LTE 256GB I1928,2020-03-04, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",256.0,,4440.0,1080x2400,60.0,
BBK,Vivo iQOO 3 Premium Edition Global Dual SIM TD-LTE 256GB I1927,2020-03-04, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",256.0,,4440.0,1080x2400,60.0,
BBK,Vivo iQOO 3 Premium Edition Global Dual SIM TD-LTE 128GB I1927,2020-03-04, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",128.0,,4440.0,1080x2400,60.0,
LG,LMV605N V60 ThinQ 5G TD-LTE KR V605N,2020-03-01, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",128.0,,5000.0,1080x2460,,
Samsung,SM-G986J Galaxy S20+ 5G TD-LTE JP 128GB SCG02,2020-06-04, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",128.0,,4500.0,1440x3200,120.0,
Samsung,SM-G981J Galaxy S20 5G TD-LTE JP 128GB SCG01,2020-03-16, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",128.0,,4000.0,1440x3200,120.0,
LG,LMV600TM2X V60 ThinQ 5G TD-LTE CA V600TM2X,2020-03-01, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",128.0,,5000.0,1080x2460,,
Oppo,Reno3 Pro Dual SIM TD-LTE IN 128GB CPH2035,2020-03-06, Android," MediaTek Helio P95 MT6779V/CV, 2020, 64 bit, octa-core, 2048 Kbyte L2, 12 nm, IMG PowerVR GM9446 GPU",128.0,,4025.0,1080x2400,,
Innos,D6000 Dual SIM LTE EMEA 32GB,2015-08-01, Android," Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",32.0,,2480.0,1080x1920,,
Huawei,Nova 5T Premium Edition Global Dual SIM TD-LTE 128GB YAL-L21,2020-03-04, Android," HiSilicon Honor KIRIN980, 2018, 64 bit, octa-core, 2560 Kbyte L2, 4096 Kbyte L3, 7 nm, ARM Mali-G76 GPU",128.0,,3750.0,1080x2340,,
Huawei,Nova 5T Standard Edition Global TD-LTE 128GB YAL-LX1,2019-06-21, Android," HiSilicon Honor KIRIN980, 2018, 64 bit, octa-core, 2560 Kbyte L2, 4096 Kbyte L3, 7 nm, ARM Mali-G76 GPU",128.0,,3750.0,1080x2340,,
Huawei,Mate Xs Dual SIM 5G TD-LTE CN 512GB TAH-AN00m,2020-03-06, Android," HiSilicon Honor KIRIN990 5G, 2019, 64 bit, octa-core, 7 nm, ARM Mali-G76 GPU",512.0,,,2480x2200,,
Huawei,Mate X Global Dual SIM 5G TD-LTE 512GB TAH-N29,2019-12-01, Android," HiSilicon Honor KIRIN980, 2018, 64 bit, octa-core, 2560 Kbyte L2, 4096 Kbyte L3, 7 nm, ARM Mali-G76 GPU",512.0,,4500.0,2480x2200,,
HTC,Wildfire R70 Dual SIM LTE Global,2020-03-01, Android," MediaTek Helio P23 MT6763, 2017, 64 bit, octa-core, 16 nm, ARM Mali-G71 GPU",32.0,,4000.0,720x1560,,
Huawei,Mate Xs Global Dual SIM 5G TD-LTE 512GB TAH-N29m,2020-04-01, Android," HiSilicon Honor KIRIN990 5G, 2019, 64 bit, octa-core, 7 nm, ARM Mali-G76 GPU",512.0,,4500.0,2480x2200,,
Oppo,Reno3 Pro Dual SIM TD-LTE IN 256GB CPH2035,2020-03-06, Android," MediaTek Helio P95 MT6779V/CV, 2020, 64 bit, octa-core, 2048 Kbyte L2, 12 nm, IMG PowerVR GM9446 GPU",256.0,,4025.0,1080x2400,,
Huawei,Enjoy 10e Premium Edition Dual SIM TD-LTE CN 64GB MED-AL00 / Changxiang 10e,2020-03-04, Android," MediaTek Helio P35 MT6765, 2018, 64 bit, octa-core, 12 nm, IMG PowerVR GE8320 GPU",64.0,,5000.0,720x1600,,
Oppo,Realme 6 Standard Edition Dual SIM TD-LTE V1 IN ID SG TH TR 128GB RMX2001,2020-03-11, Android," MediaTek Helio G90T MT6785V/CC, 2019, 64 bit, octa-core, 12 nm, ARM Mali-G76 3EEMC4 GPU",128.0,,4300.0,1080x2400,90.0,
Oppo,Realme X50 Pro 5G Premium Edition Global Dual SIM TD-LTE 128GB RMX2075,2020-05-04, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",128.0,,4200.0,1080x2400,90.0,
Huawei,Enjoy 10e Premium Edition Dual SIM TD-LTE CN 128GB MED-AL00,2020-03-04, Android," MediaTek Helio P35 MT6765, 2018, 64 bit, octa-core, 12 nm, IMG PowerVR GE8320 GPU",128.0,,5000.0,720x1600,,
Wiko,View 4 Lite Global Dual SIM TD-LTE M2902 / M2937,2020-02-01, Android," MediaTek Helio A25 MT6762D, 2019, 64 bit, octa-core, 12 nm, IMG PowerVR GE8320 GPU",64.0,,4000.0,720x1600,,399.0
Oppo,Realme 6 Pro Premium Edition Dual SIM TD-LTE V1 IN ID TR PK TH 128GB RMX2061,2020-03-13, Android," Qualcomm Snapdragon 720G SM7125 (Atoll), 2020, 64 bit, octa-core, 8 nm, Qualcomm Adreno 618 GPU",128.0,,4300.0,1080x2400,90.0,
Oppo,Realme 6 Premium Edition Dual SIM TD-LTE V1 IN ID SG TH TR 128GB RMX2001,2020-03-11, Android," MediaTek Helio G90T MT6785V/CC, 2019, 64 bit, octa-core, 12 nm, ARM Mali-G76 3EEMC4 GPU",128.0,,4300.0,1080x2400,90.0,
Oppo,Realme 6 Standard Edition Dual SIM TD-LTE V1 IN 64GB RMX2001,2020-03-11, Android," MediaTek Helio G90T MT6785V/CC, 2019, 64 bit, octa-core, 12 nm, ARM Mali-G76 3EEMC4 GPU",64.0,,4300.0,1080x2400,90.0,
Oppo,Realme 6 Pro Standard Edition Dual SIM TD-LTE V1 IN ID TR PK TH 128GB RMX2061,2020-03-13, Android," Qualcomm Snapdragon 720G SM7125 (Atoll), 2020, 64 bit, octa-core, 8 nm, Qualcomm Adreno 618 GPU",128.0,,4300.0,1080x2400,90.0,
Oppo,Realme 6 Pro Standard Edition Dual SIM TD-LTE V1 IN 64GB RMX2061,2020-03-13, Android," Qualcomm Snapdragon 720G SM7125 (Atoll), 2020, 64 bit, octa-core, 8 nm, Qualcomm Adreno 618 GPU",64.0,,4300.0,1080x2400,90.0,
Motorola,Moto G8 Dual SIM TD-LTE EMEA XT2045-2,2020-03-01, Android," Qualcomm Snapdragon 665 SM6125 (Trinket), 2019, 64 bit, octa-core, 11 nm, Qualcomm Adreno 610 GPU",64.0,,4000.0,720x1560,,
Oppo,Realme X50 5G Standard Edition Dual SIM TD-LTE CN 256GB RMX2025,2020-01-07, Android," Qualcomm Snapdragon 765G 5G SM7250-AB (Lito), 2020, 64 bit, octa-core, 7 nm, Qualcomm Adreno 620 GPU",256.0,,4200.0,1080x2400,120.0,
Oppo,Realme X50 5G Standard Edition Dual SIM TD-LTE CN 64GB RMX2025,2020-01-07, Android," Qualcomm Snapdragon 765G 5G SM7250-AB (Lito), 2020, 64 bit, octa-core, 7 nm, Qualcomm Adreno 620 GPU",64.0,,4200.0,1080x2400,120.0,
Sony,Xperia 1 II 5G TD-LTE JP SO-51A,2020-06-18, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",128.0,,4000.0,1644x3840,,123552.0
Oppo,Find X2 Pro 5G Premium Edition Ceramic Global TD-LTE 512GB CPH2025,2020-04-01, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",512.0,,4260.0,1440x3168,120.0,
BBK,Vivo Nex 3S 5G Premium Edition Dual SIM TD-LTE CN 256GB V1950A,2020-03-14, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",256.0,,4500.0,1080x2256,,
BBK,Vivo Nex 3S 5G Standard Edition Dual SIM TD-LTE CN 256GB V1950A,2020-03-14, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",256.0,,4500.0,1080x2256,,
Motorola,Moto G8 Dual SIM LTE-A LATAM XT2045-1,2020-03-01, Android," Qualcomm Snapdragon 665 SM6125 (Trinket), 2019, 64 bit, octa-core, 11 nm, Qualcomm Adreno 610 GPU",64.0,,4000.0,720x1560,,
Motorola,Moto G8  Dual SIM TD-LTE APAC XT2045-6,2020-04-28, Android," Qualcomm Snapdragon 665 SM6125 (Trinket), 2019, 64 bit, octa-core, 11 nm, Qualcomm Adreno 610 GPU",64.0,,4000.0,720x1560,,22800.0
BBK,Vivo V17 Dual SIM TD-LTE PK ID 128GB 1919 / V19,2020-03-26, Android," Qualcomm Snapdragon 675 SM6150, 2019, 64 bit, octa-core, 896 Kbyte L2, 1024 Kbyte L3, 11 nm, Qualcomm Adreno 612 GPU",128.0,,4500.0,1080x2400,,3990000.0
Xiaomi,Redmi Note 9 Pro Premium Edition Dual SIM TD-LTE IN NP 128GB M2003J6A1I,2020-03-17, Android," Qualcomm Snapdragon 720G SM7125 (Atoll), 2020, 64 bit, octa-core, 8 nm, Qualcomm Adreno 618 GPU",128.0,,5020.0,1080x2400,60.0,19999.0
Oppo,Find X2 Pro 5G Premium Edition Ceramic Dual SIM TD-LTE CN 256GB PDEM30,2020-03-24, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",256.0,,4260.0,1440x3168,120.0,
Samsung,SM-A115F/DS Galaxy A11 2020 Global Dual SIM TD-LTE 32GB,2020-04-01, Android," Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",32.0,,4000.0,720x1560,,160.0
Sony,Xperia 5 II 5G Dual SIM TD-LTE JP 256GB XQ-AS42,2021-05-28, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",256.0,,4000.0,1080x2520,120.0,114400.0
Oppo,Realme X50 Pro 5G Standard Edition Dual SIM TD-LTE IN 128GB RMX2076,2020-03-06, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",128.0,,4200.0,1080x2400,90.0,
Nokia,C2 2020 Global Dual SIM LTE,2020-03-01, Android," Spreadtrum SC9832E, 2018, 64 bit, quad-core, 28 nm, ARM Mali-T820 GPU",16.0,,2800.0,480x960,,
Oppo,Realme X50 Pro 5G Premium Edition Global Dual SIM TD-LTE 256GB RMX2075,2020-05-04, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",256.0,,4200.0,1080x2400,90.0,
Oppo,Realme X50 Pro 5G Standard Edition Dual SIM TD-LTE CN 128GB RMX2071,2020-03-12, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",128.0,,4200.0,1080x2400,90.0,
Samsung,SM-M215F/DS Galaxy M21 Global Dual SIM TD-LTE 64GB,2020-03-23, Android," Samsung Exynos 9 Octa 9611, 2019, 64 bit, octa-core, 10 nm, ARM Mali-G72 GPU",64.0,,6000.0,1080x2340,,5491.0
Oppo,Realme X50 Pro 5G Premium Edition Dual SIM TD-LTE IN 256GB RMX2076,2020-03-01, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",256.0,,4200.0,1080x2400,90.0,
Oppo,Realme X50 Pro 5G Standard Edition Dual SIM TD-LTE IN 128GB RMX2076,2020-03-06, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",128.0,,4200.0,1080x2400,90.0,
Oppo,Realme X50 Pro 5G Standard Edition Dual SIM TD-LTE CN 256GB RMX2071,2020-03-12, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",256.0,,4200.0,1080x2400,90.0,
Oppo,Realme X50 Pro 5G Premium Edition Dual SIM TD-LTE CN 256GB RMX2071,2020-03-12, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",256.0,,4200.0,1080x2400,90.0,
Oppo,Realme X50 Pro 5G Standard Edition Global Dual SIM TD-LTE 128GB RMX2075,2020-04-01, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",128.0,,4200.0,1080x2400,90.0,
Samsung,SM-F700J/DS Galaxy Z Flip  TD-LTE JP SCV47 / SM-F700J,2020-02-28, Android," Qualcomm Snapdragon 855+ SM8150-AC (Hana), 2019, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 1792 Kbyte L2, 2048 Kbyte L3, 7 nm, Qualcomm Adreno 640 GPU",256.0,,3300.0,1080x2636,,
Xiaomi,Mi 10 5G Standard Edition Dual SIM TD-LTE CN 256GB M2001J2E / M2001J2C,2020-02-14, Android," Qualcomm Snapdragon 865 5G SM8250 (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",256.0,,4780.0,1080x2340,90.0,
Nokia,8.3 2020 5G Premium Edition Global Dual SIM TD-LTE 128GB,2020-09-22, Android," Qualcomm Snapdragon 765G 5G SM7250-AB (Lito), 2020, 64 bit, octa-core, 7 nm, Qualcomm Adreno 620 GPU",64.0,,4500.0,1080x2400,60.0,599.0
Nokia,5.3 2020 Global Dual SIM TD-LTE 64GB,2020-05-07, Android," Qualcomm Snapdragon 665 SM6125 (Trinket), 2019, 64 bit, octa-core, 11 nm, Qualcomm Adreno 610 GPU",64.0,,4000.0,720x1600,,159.0
Oppo,Realme C3 Premium Edition Dual SIM TD-LTE ID PK VN PH 64GB RMX2020,2020-02-01, Android," MediaTek Helio G70 MT6769V/CB, 2020, 64 bit, octa-core, 320 Kbyte L2, 1024 Kbyte L3, 12 nm, ARM Mali-G52 2EEMC2 GPU",64.0,,5000.0,720x1600,60.0,
Oppo,Realme C3 Standard Edition Dual SIM TD-LTE TH 32GB RMX2020,2020-02-01, Android," MediaTek Helio G70 MT6769V/CB, 2020, 64 bit, octa-core, 320 Kbyte L2, 1024 Kbyte L3, 12 nm, ARM Mali-G52 2EEMC2 GPU",32.0,,5000.0,720x1600,60.0,
